Feature_Label,PC1,PC2,PC3
"7.64 min | Benzo(a)naphthacene-2-carboxylic acid, 5,6,8,13-tetrahydro-8,13-dioxo-3-(2-hydroxypropyl)-7-methoxy-1,6,9,14-tetrahydroxy-",-0.025725360833540063,-0.0059103303812872285,-0.030853020840215004
7.7 min | (2S)-3-[3-[(4-Carbamimidoylbenzoyl)amino]propanoylamino]-2-[(4-ethylphenyl)sulfonylamino]propanoic acid,0.029280029612351356,-0.011490575707257747,-0.005714999989254464
"7.84 min | (1RS,2RS)-Guaiacylglycerol 1-glucoside",-0.011990073655951236,-0.0007566582421491951,0.06440655244252572
7.86 min | Stearic acid,-0.001364697888584115,-0.014367897063265878,0.02000715165336896
7.87 min | (2S)-3-[3-[(4-Carbamimidoylbenzoyl)amino]propanoylamino]-2-[(4-ethylphenyl)sulfonylamino]propanoic acid,0.03829101327486644,-0.013901187649250246,-0.010355348780759093
7.91 min | Dimethyl fukiic acid,-0.006570153757163343,-0.006229762313892001,0.011418149594671589
8.03 min | Palmitic acid,0.014556805845499394,-0.019892626298331693,0.017164038732229478
8.06 min | Stearic acid,0.0007397040841782674,-0.009591890664422325,0.003774283874585944
8.12 min | Dimethyl fukiic acid,-0.008955783363593697,-0.0020161636873196297,-0.00450568661491629
"8.17 min | (1RS,2RS)-Guaiacylglycerol 1-glucoside",-0.029781143394215337,-0.005617280777789369,-0.01929966329076287
8.21 min | Ethylvanillin glucoside,-0.024305823283253397,-0.00925290253283864,-0.01954473627584392
"8.22 min | (1RS,2RS)-Guaiacylglycerol 1-glucoside",-0.030009618874918785,-0.00674838395422679,-0.014293604012284633
8.27 min | Stearic acid,0.013286438946531344,-0.023692853479715278,0.01935712697376418
8.28 min | Gallocatechin-(4alpha->8)-catechin-(4alpha->8)-catechin,-0.009219456746438141,-0.0011069878953769118,0.08701693472000933
8.31 min | (3-{[3-(2-Amino-2-Oxoethyl)-1-Benzyl-2-Ethyl-1h-Indol-5-Yl]oxy}propyl)phosphonic Acid,-0.015184626528463028,0.0006951708488371979,-0.011172542069910942
8.39 min | Palmitic acid,0.009965168188044625,-0.018923038520718728,0.015855987779478824
8.42 min | 3-(5-(4-(1H-Imidazol-1-yl)phenyl)-1-(4-carbamoyl-2-methylphenyl)-1H-pyrrol-2-yl)propanoic acid,0.051996446689167315,-0.018902445992358,-0.01171484196207219
"8.51 min | Benzoic acid + 2O, O-Hex",0.03614511584852757,-0.013093023627326455,-0.00454612717283898
8.57 min | Phenolphthalein glucuronide,0.032471758396894826,-0.01799225102182516,-0.01479631610756894
8.62 min | Cinnamic acid,0.014463566072797002,0.006283387787094034,-0.004056169686907395
8.67 min | Palmitic acid,-0.00024455732506089477,-0.010626878358530389,0.008409618985968084
8.71 min | Stearic acid,0.003984261394708626,-0.017667431744728315,0.009522617249634576
8.74 min | GALLIC ACID,0.03973380505960068,-0.01440450887925469,-0.010555788878529452
8.76 min | Vanillic acid + O-sulfonateHex,-0.005619142687291363,-0.0009498553215034264,0.059314391764194556
8.77 min | Allantoic acid,0.003683571652557307,0.03063290884030772,0.0028919544768025193
"8.9 min | Epicatechin-(2beta->7,4beta->6)-catechin",0.0037153368346711075,-0.006812224468379927,0.0011758805395482522
"8.92 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",-0.044564216143388215,-0.009614046559478957,-0.03213900874540468
"8.92 min | (2S)-2-[[4-[(2,4-Diaminopteridin-6-yl)methyl]-2,3-dihydro-1,4-benzothiazine-7-carbonyl]amino]hexanedioic acid",-0.04384929760642707,-0.007848242074354516,-0.03228971996876908
8.96 min | (3-{[3-(2-Amino-2-Oxoethyl)-1-Benzyl-2-Ethyl-1h-Indol-5-Yl]oxy}propyl)phosphonic Acid,-0.032096492487825895,-0.004072409397160688,-0.028934461073704888
"8.96 min | 2,3-Butanediol apiosylglucoside",-0.025627234151120448,-0.0016916395193692405,-0.019352706384887192
8.96 min | Procyanidin trimer C1,-0.02865093117597541,-0.007617954412166859,0.03607093477370934
9.03 min | Delphinidin 3-glucoside,0.03548590782646365,-0.01926121840931687,0.003498795980077616
9.05 min | Stearic acid,0.015828227506638093,-0.02298518620597004,0.014524578832854554
9.07 min | trans-Caffeic acid [apiosyl-(1->6)-glucosyl] ester,-0.006234467277797655,0.0006987326547069481,0.00022751080764199372
9.08 min | Palmitic acid,0.022050987668383416,-0.02201768335124043,0.012742859090550526
9.15 min | 2-Amino-3-phosphonopropionic acid.mol,0.06175993305000066,-0.028459562089454802,-0.006316371354743023
"9.19 min | 4-Hydroxy-5-(3',4',5'-trihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",-0.020568887025321503,-0.003290828182244962,-0.019401939799962124
9.19 min | 4'-O-Methylepicatechin 7-O-glucuronide,-0.01779705409670219,-0.002663850156157182,-0.020112192183033676
"9.2 min | Quercetin 4',7-diglucoside",-0.010420380222556215,-0.0013289727396429874,0.08700588894646413
"9.21 min | (2S)-2-[[4-[(2,4-Diaminopteridin-6-yl)methyl]-2,3-dihydro-1,4-benzothiazine-7-carbonyl]amino]hexanedioic acid",-0.04261601064247499,-0.008326573495882311,-0.03248556559816048
9.21 min | Epicatechin-(4beta->8)-gallocatechin,-0.010248968599602636,-0.0013915821929900273,0.08730593076689012
"9.22 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",-0.04222674534516699,-0.00783419975307178,-0.03232930664346808
"9.23 min | 1-(3,4-Dimethoxyphenyl)-1,2-ethanediol 1-O-b-D-glucoside",-0.03249549004284976,-0.009008971758032528,0.010471493677395558
"9.25 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",-0.042247269563939246,-0.00853530430487123,-0.030829718326593317
9.29 min | Pavetannin D1,-0.032963883624631284,-0.0060290529424763244,-0.025071080344799886
9.31 min | Procyanidin trimer C1,-0.02151973501554577,-0.003554064672017893,-0.009774314090811314
9.4 min | Stearic acid,0.0073553952022603905,-0.016879901404695818,0.015345158541348238
9.41 min | Palmitic acid,0.012225132471604339,-0.016476457497769582,0.013957330723776334
"9.42 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",-0.014016633276008477,-0.001991905643168345,-0.010782604684825137
9.49 min | GALLIC ACID,0.03442290689700888,-0.013161324211915834,-0.009118993311706083
9.5 min | Isopropyl apiosylglucoside,-0.008146381740677534,0.004354782039567395,0.0036953311444946372
"9.53 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-glucuronide",-0.008384451594984505,0.0029220085658782247,0.032544148561771985
"9.54 min | Benzoic acid, 2-[[3-(2-quinolinylmethoxy)phenyl]amino]-",0.00724989608011869,-0.00559246029541516,-0.0030158364434578516
"9.56 min | (1RS,2RS)-Guaiacylglycerol 1-glucoside",-0.022141010963181273,-0.003310407107703917,0.05565676238943444
9.57 min | PANTOTHENIC ACID,0.03820869477762891,-0.015305758603492101,-0.028175400017365817
9.58 min | Pavetannin D1,-0.04033386744572985,-0.007513265921341516,-0.027271128611008045
9.58 min | 2-[[(1R)-2-[Bis(carboxymethyl)amino]cyclohexyl]-[(2S)-2-[bis(carboxymethyl)amino]-3-(4-isothiocyanatophenyl)propyl]amino]acetic acid,0.0012051469111902964,-0.005560955877200243,0.00805760919872819
9.63 min | 3-Methylellagic acid 2-(4-galactosylglucoside),-0.010737541001418764,-0.009573159860566326,0.01635825271373905
9.64 min | 4-Hydroxy-5-(phenyl)-valeric acid-O-sulphate,0.051247955381554855,-0.016945081284904052,-0.011153282877565968
9.64 min | [Gallocatechin(4alpha->8)]2catechin,-0.00816450704310654,-0.0011597415685600393,0.07945796393253025
9.64 min | Erythronic acid.mol,0.05730869346899625,-0.023912456015734634,-0.009302128148081665
"9.66 min | Propanoic acid, 3-((((2-(1,1-dimethylethyl)-5-methoxy-6-benzothiazolyl)amino)thioxomethyl)thio)-",-0.011825064152759048,-0.018985535603377776,0.023118737447603524
"9.67 min | 3-Methoxy-4,5-methylenedioxybenzoic acid",-0.016393296430903516,0.0038369987383141506,0.016602384703867462
9.7 min | Leucodelphinidin 3-[galactosyl-(1->4)-glucoside],-0.013659460581107464,-0.004711413042119679,0.001173017349503184
9.71 min | Epicatechin-(4beta->8)-gallocatechin,-0.02518858051563425,-0.005808095812569011,-0.02285525791321833
9.74 min | Gentisic acid,0.03452430675744734,-0.022757985313578484,0.004449050292587911
9.76 min | Kaempferol 3-gentiobioside 7-rhamnoside,-0.0028330198442783673,-0.0011938853972201543,-0.005776232694140969
9.77 min | Furaneol 4-(6-malonylglucoside),-0.027294813893927534,-0.008063558595419526,-0.001198809541281276
9.78 min | VANILLIC ACID,-0.027668665490690875,-0.008252965396425014,0.008070439408001104
9.79 min | Quercetin 3-(4''-acetylrhamnoside) 7-rhamnoside,-0.005769178269002292,0.0002657098206976185,0.039451536461072564
9.8 min | Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,-0.005300084342632914,0.0011470165593128335,0.04968462901193318
9.8 min | Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,-0.005300084342632914,0.0011470165593128335,0.04968462901193318
9.8 min | Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,-0.006823379571080783,0.0004765867834475888,0.0661499254619063
9.8 min | Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,-0.006823379571080783,0.0004765867834475888,0.0661499254619063
9.83 min | Hesperetin 7-glucoside,-0.025249756463521053,-0.006449581563466574,-0.022602475920675068
9.83 min | Stearic acid,0.017496474413724827,-0.023504044158180172,0.018865134584663927
9.85 min | L-Ascorbic acid 2-glucoside,-0.005942516873872952,-0.0021244705045698332,0.06691887734143982
9.85 min | epigallocatechin,-0.006375587587338461,0.0004679112915883182,0.06157147639203491
9.86 min | Ichangin 4-glucoside,0.017885528348626036,0.07459358746307258,-0.0028341243374088686
9.86 min | Caffeic Acid,-0.0068800345442587485,0.007695678236915825,0.061197141952982224
9.86 min | Fertaric acid,0.0477951413834383,-0.015582145302027069,-0.011816198822785213
"9.86 min | 3,4,5-Trimethoxycinnamic acid",-0.007215130969254831,0.0006341519374932494,0.06603692592417057
9.87 min | Lucuminic acid,-0.013018083910484927,0.003067989959078237,-0.003944859385029379
9.9 min | Palmitic acid,0.00811116010417714,-0.01630293430340142,0.01542304511465625
9.92 min | Geniposidic acid,-0.018098197693908264,-0.007056203822846611,0.004361365017936696
9.93 min | Ethylvanillin glucoside,-0.014732307892876936,0.003234428577800414,0.00697507504439557
"10.01 min | 3,4-Dimethoxyphenyl ?-D-glucoside",-0.005036895888534596,-0.003560421211622065,0.013074172264589203
10.01 min | Xanthurenate-8-O-beta-D-glucoside,-0.004099528569278464,0.00012974229901312916,0.003513997515900891
10.03 min | (E)-Resveratrol 3-glucoside 4'-sulfate,0.04968722472430878,-0.019699444481124342,-0.009896389839451564
10.04 min | Hamamelitannin,0.04759680404436062,-0.019405412712012016,-0.008593797644756212
10.06 min | Epicatechin-(4beta->8)-gallocatechin,-0.01061363833507333,-0.0008419419654952216,0.08351497420193309
"10.07 min | Quercetin 4',7-diglucoside",-0.011709026232780754,-0.0006427303966383018,0.07888522782619009
10.07 min | GALLIC ACID,0.046586929065584516,-0.017690530603038997,-0.007925063318831827
10.08 min | Homovanillic acid sulfate,-0.02315045658635929,-0.008312104157379393,-0.006969419014745328
10.12 min | (R)-Pantothenic acid 4'-O-b-D-glucoside,0.008113404694955851,-0.01040010715579368,-0.02425240830794791
10.13 min | Quercetin-3'-glucuronide,-0.005678924282923777,0.005364127837095525,0.029265076143138967
10.15 min | Furaneol 4-(6-malonylglucoside),0.003282871465878616,-0.0034832432744670593,0.05447551146839736
10.16 min | Fertaric acid,0.04345602307030867,-0.012513628429601803,-0.011937930028691623
10.16 min | Caryoptosidic acid,-0.016956514468527407,-0.008347416740045825,0.040385680445174425
10.22 min | Gentisic acid,-0.027884833431061695,-0.010146033107488222,-0.02118074223285265
10.23 min | Chicoric acid,0.04018232308934376,-0.016736599803192614,-0.006946783415958316
10.24 min | 3-Carboxylic acid-picumast,-0.03634358044824324,-0.007172708849581785,-0.030318060185846568
10.27 min | Dimethyl fukiic acid,0.033469009060771056,-0.01609116503275338,0.009841709844549788
"10.28 min | 4-Hydroxy-5-(3',4',5'-trihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",-0.02972272162174327,-0.007592234077039326,-0.021491077281141382
"10.28 min | 3,4-Dimethoxyphenyl ?-D-glucoside",-0.02675853232583855,-0.0063843342879132845,0.014555750042614843
10.3 min | Phlorisobutyrophenone 2-glucoside,-0.03275586729168399,-0.005990094754192862,-0.02044052028245327
10.38 min | 2-trans-O-Feruloylglucaric acid,-0.011459426422418848,0.00215360946937016,-0.0032062650535219016
"10.4 min | 2,3-Diaminosalicylic acid",0.020775439349156846,-0.015333800863608403,-0.004297913078240851
10.43 min | Geniposidic acid,0.00045413440181402213,-0.008356791664690466,0.028108094944876205
10.43 min | 3-[[(2S)-3-(4-Phenylphenyl)-2-(phosphonomethylamino)propanoyl]amino]propanoic acid,-0.01472004787326467,-0.007965384235791262,0.02334717118199496
10.45 min | Ferulic acid,-0.00533613797298634,-0.007188405722262869,0.029817785978921086
"10.46 min | 1-[(4-Amino-3-methylphenyl)methyl]-5-(2,2-diphenylacetyl)-6,7-dihydro-4H-imidazo[4,5-c]pyridine-6-carboxylic acid",-0.022030896515502784,-0.003927957946972514,-0.017985024102878194
10.47 min | (-)-epicatechin-3'-O-glucuronide,0.03222495053894197,-0.025682973691507002,0.010520134390511254
10.48 min | Geniposidic acid,-0.013409542954631402,-0.008544463685717901,0.03303081091912224
10.49 min | 3-[7-[3-(4-Acetyl-3-hydroxy-2-propylphenoxy)-2-hydroxypropoxy]-4-oxo-8-propylchromen-2-yl]propanoic acid,-0.022387059073877322,-0.003936086020760922,-0.01890172007317962
